run,engine,backend,length,repeat,phase,ttft_ms,e2e_ms,cache_source,cached_tokens,orbitkv_load_bytes,orbitkv_load_ms,matches_cold_output
vllm-orbitkv-ready,vllm,orbitkv,8192,0,cold,1006.6674612462521,1104.181058704853,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,8192,0,hbm_hit,24.962548166513443,121.66105210781097,mixed,8191,9437184.0,0.3385620000000006,True
vllm-orbitkv-ready,vllm,orbitkv,8192,0,after_pressure,52.722133696079254,149.55062046647072,external,8191,1207959552.0,28.34866100000001,True
vllm-orbitkv-ready,vllm,orbitkv,8192,1,cold,1006.5015889704227,1103.9247401058674,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,8192,1,hbm_hit,25.00363439321518,121.78561463952065,mixed,8191,9437184.0,0.3454440000000003,True
vllm-orbitkv-ready,vllm,orbitkv,8192,1,after_pressure,62.108587473630905,158.7790660560131,external,8191,1207959552.0,31.581428999999993,True
vllm-orbitkv-ready,vllm,orbitkv,8192,2,cold,1008.4039159119129,1104.3883115053177,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,8192,2,hbm_hit,25.068212300539017,121.89706042408943,mixed,8191,9437184.0,0.3459819999999947,True
vllm-orbitkv-ready,vllm,orbitkv,8192,2,after_pressure,56.32850527763367,153.16150709986687,external,8191,1207959552.0,32.16490099999999,True
vllm-orbitkv-ready,vllm,orbitkv,8192,3,cold,1006.8063959479332,1104.202289134264,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,8192,3,hbm_hit,25.214485824108124,121.89323082566261,mixed,8191,9437184.0,0.3476099999999982,True
vllm-orbitkv-ready,vllm,orbitkv,8192,3,after_pressure,53.961098194122314,150.6999246776104,external,8191,1207959552.0,28.790442,True
vllm-orbitkv-ready,vllm,orbitkv,8192,4,cold,1006.7599229514599,1104.969386011362,miss,0,0,0,True
vllm-orbitkv-ready,vllm,orbitkv,8192,4,hbm_hit,25.22749826312065,122.09659814834595,mixed,8191,9437184.0,0.34267499999998674,True
vllm-orbitkv-ready,vllm,orbitkv,8192,4,after_pressure,52.68903076648712,149.50528740882874,external,8191,1207959552.0,28.378448,True
